,Group + Cooking Method,Frequency,Weight,Calories,Protein,Fat,Carbohydrates,Calcium (mg),Phosphorus (mg),Iron (mg),Vitamin A (ug RE),Thiamin (mg),Riboflavin (mg),Niacin (mg NE),Vitamin C (mg)
23,Fried Pork,2,120.0,364.0,17.6,23.700000000000003,19.8,70.0,244.0,1.7,80.0,0.55,0.19,8.399999999999999,0.0
24,Fresh Fruit,2,170.0,90.0,0.8,0.6,20.6,58.0,18.0,1.8,128.0,0.06,0.06,1.0,126.0
25,Condiment,1,5.0,20.0,0.0,0.0,4.9,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Vegetable,1,257.0,917.0,21.3,3.9,199.2,28.0,221.0,1.0,0.0,0.21,0.13,5.1,0.0
27,Cereals,1,40.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Boiled Chicken,1,30.0,55.0,9.1,2.1,0.0,10.0,69.0,0.4,13.0,0.03,0.03,5.6,0.0
29,Boiled Chicken/Beef/Pork,1,30.0,33.0,3.4,0.7,3.1,5.0,32.0,0.1,3.0,0.0,0.02,1.1,0.0
30,Boiled Leafy Vegetable,1,29.7,19.0,0.9,0.3,3.1,29.0,9.0,0.5,140.0,0.02,0.04,0.5,16.0
31,Chicken,1,110.0,227.0,13.6,12.9,14.0,149.0,153.0,3.0,0.0,0.02,0.07,5.2,0.0
32,Coffee,1,7.0,32.0,0.1,1.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Fried Seafood,1,13.68,12.0,2.6,0.1,0.3,20.0,29.0,0.2,8.0,0.01,0.01,0.7,0.0
34,Fried Chicken,1,41.7,85.0,7.1,6.3,0.0,5.0,43.0,0.4,6.0,0.04,0.06,3.2,2.0
35,Canned Processed Food,1,22.9,90.0,3.3,8.5,0.0,3.0,26.0,0.2,1.0,0.13,0.03,1.6,0.0
36,Roasted Others,1,30.0,52.0,5.5,3.4,0.0,3.0,39.0,0.2,65.0,0.07,0.12,2.3,0.0
37,Beef,1,55.0,69.0,3.9,2.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Braised Chicken,1,29.99,39.0,6.5,1.5,0.0,7.0,49.0,0.3,9.0,0.02,0.02,4.0,0.0
39,Dried Fish,1,20.0,55.0,11.4,1.0,0.0,445.0,180.0,0.9,27.0,0.0,0.04,6.6,0.0
