,Group + Cooking Method,Frequency,Weight,Calories,Protein,Fat,Carbohydrates,Calcium (mg),Phosphorus (mg),Iron (mg),Vitamin A (ug RE),Thiamin (mg),Riboflavin (mg),Niacin (mg NE),Vitamin C (mg)
0,Boiled Rice,126,20429.599999999995,26235.7,433.8999999999993,44.70000000000001,6127.200000000004,2298.0,7752.0,125.30000000000005,0.0,4.559999999999997,4.159999999999997,184.80000000000013,0.0
1,Milk,62,2365.0,9306.0,318.19999999999993,387.20000000000005,1125.9999999999998,14441.0,7880.0,662.1999999999997,5802.0,15.239999999999995,10.529999999999994,1.6,1555.0
2,Water,54,13480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Fried Egg,38,2166.19,3437.0,277.80000000000007,232.90000000000006,57.19999999999999,1556.0,3787.0,60.499999999999986,5945.0,1.5600000000000007,8.62,99.59999999999997,0.0
4,Fried Fish,19,560.5550000000001,934.0,140.1,37.900000000000006,7.299999999999999,556.0,1506.0,8.399999999999999,523.0,0.41,0.95,77.1,0.0
5,Boiled Vegetable,12,341.105,378.0,31.400000000000002,1.7000000000000002,58.900000000000006,1017.0,513.0,7.199999999999999,304.0,0.38000000000000006,0.26,10.199999999999998,36.0
6,Boiled Fish,11,558.08,703.0,141.4,14.3,2.4,1170.0,1805.0,8.6,556.0,0.77,1.03,79.3,12.0
7,Fried Processed Meat,11,705.25,1423.0,80.30000000000001,112.6,21.5,193.0,692.0,11.8,117.0,0.21000000000000002,0.56,20.7,0.0
8,Boiled Egg,10,607.5,829.0,84.09999999999998,75.0,4.1,445.0,1094.0,21.300000000000004,538.0,0.52,2.8200000000000003,15.1,0.0
9,Canned Processed Meat,8,319.0,653.0,47.8,47.400000000000006,7.3,82.0,364.0,11.700000000000001,17.0,0.02,0.44,12.799999999999999,0.0
10,Sauteed Vegetable,5,180.11999999999998,50.0,1.0,0.4,10.6,63.0,35.0,0.6,56.0,0.04,0.03,0.7000000000000001,27.0
11,Boiled Noodles,4,181.25,756.0,18.7,27.5,109.5,58.0,0.0,7.6,258.0,0.0,0.0,0.0,0.0
12,Boiled Pork,4,255.03,414.0,23.4,35.6,0.30000000000000004,18.0,297.0,1.3,13.0,0.68,0.17,9.7,3.0
13,Sauteed Noodles,4,157.25,360.0,11.46,2.3,78.9,42.0,76.0,1.5,4.0,0.0,0.05,2.1,0.0
14,Raw Fruit,4,219.79,217.0,2.4,0.7000000000000001,50.5,37.0,71.0,1.5999999999999999,21.0,0.060000000000000005,0.060000000000000005,1.7,47.0
15,Biscuit,4,116.5,537.0,12.2,18.8,72.0,48.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0
16,Fruit,2,100.0,90.0,0.8,0.30000000000000004,20.9,14.0,20.0,0.7,37.0,0.05,0.03,0.5,39.0
17,Stir-fried Vegetable,2,67.5,35.0,2.7,0.30000000000000004,5.4,50.0,29.0,0.6000000000000001,35.0,0.08,0.07,1.0,10.0
18,Baked Bread,2,93.33,299.0,9.8,3.3000000000000003,57.4,55.0,92.0,2.9,2.0,0.28,0.15,4.0,0.0
19,Fried Beef,2,74.85,143.0,5.3,8.7,10.3,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
20,Processed Meat,2,70.0,308.0,20.700000000000003,23.200000000000003,4.1,64.0,175.0,3.8000000000000003,0.0,0.11,0.25,7.6000000000000005,0.0
21,Fried Vegetable,2,214.64999999999998,62.0,2.2,0.5,12.5,75.0,62.0,1.3,28.0,0.22,0.1,1.7,6.0
22,Sweets,2,44.0,38.0,0.2,11.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
